run_id,run_timestamp,account_id,previous_primary_nba,current_primary_nba,previous_execution_status,current_execution_status,previous_priority,current_priority,action_state,change_type,change_flags,generated_action,human_owner,notes
RUN001,2026-09-18T07:00Z,ACC-151,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,c4a9c012f207,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-152,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,68bcd0953328,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-153,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,5cb129ab6340,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-154,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,5428cabb9d9f,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-155,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,c0908b843125,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-156,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,3bb5df054133,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-157,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,6b87ee703075,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-158,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,1dbda6f70061,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-159,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,7cbc6f3fbf1c,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-160,,Discovery-to-Offer Enablement,,Ready — Automated,,P3,Draft Ready,BASELINE,BASELINE,597ead36ba57,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-161,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,8797b83ec891,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-162,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,e5aa3015ef20,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-163,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,dec2da24e53e,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-164,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,46fd7d116945,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-165,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,a9176dd82c9e,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-166,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,bff2ff30b402,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-167,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,81735233d7db,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-168,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,87e11c2eef11,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-169,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,5a2085c35ca6,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-170,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,e2d527d359b1,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-171,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,0f7ed91d60c6,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-172,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,d5d9e8818345,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-173,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,96bbc1826f82,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-174,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,90728367d471,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-175,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,3fc5483f22a9,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-176,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,94af0171e89c,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-177,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,2ef52d7e350a,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-178,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,9fd00c22f7a3,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-179,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,bb3e7953d27e,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-180,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,66ff983f3cb7,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-181,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,88e6a18c861d,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-182,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,d83eba19c798,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-183,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,4a1bec8bb6d8,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-184,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,87993aa90416,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-185,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,b871545630e4,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-186,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,5d7448a9ea86,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-187,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,88432a41333b,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-188,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,2acc851a5c42,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-189,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,cf65c3d8ed81,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-190,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,2df02515b01d,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-191,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,5fff9de1ac4f,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-192,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,37904806c11d,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-193,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,0a4fe2c852ec,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-194,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,0a76c7964377,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-195,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,20cf560eb32c,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-196,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,92c8d1f0ba46,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-197,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,4eefcefe0920,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-198,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,5207cde5aa9d,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-199,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,6f2daa2b8a4b,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-200,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,c10dabd89268,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-201,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,a3af48d3caf4,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-202,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,1a6eef01c49b,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-203,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,ae7aee7523a2,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-204,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,104a524f77c8,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-205,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,746e5665bfc5,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-206,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,5cf7047cb211,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-207,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,b473bb382241,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-208,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,f4d8df5c311f,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-209,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,0cd3ab719f0f,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-210,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,24eec152cce3,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-211,,Retention Conversation,,Ready — Human,,P1,Draft Ready,BASELINE,BASELINE,1147923b913d,Customer Success / Growth,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-212,,Reinforce Successful Behaviour,,Ready — Automated,,P2,Draft Ready,BASELINE,BASELINE,aa1e187383b5,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-213,,Reinforce Successful Behaviour,,Ready — Automated,,P2,Draft Ready,BASELINE,BASELINE,91cb14df2473,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-214,,Retention Conversation,,Ready — Human,,P1,Draft Ready,BASELINE,BASELINE,85018850706f,Customer Success / Growth,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-215,,Verify Demand / Win-Back,,Ready — Human,,P1,Draft Ready,BASELINE,BASELINE,7be89ed5f41b,Customer Success / Growth,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-216,,Verify Demand / Win-Back,,Ready — Human,,P1,Draft Ready,BASELINE,BASELINE,0ffb95bd9c91,Customer Success / Growth,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-217,,Establish / Re-establish,,Ready — Automated,,P2,Draft Ready,BASELINE,BASELINE,5a52a8fcef4c,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-218,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,d69faed4c289,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-219,,Discovery-to-Offer Enablement,,Ready — Automated,,P3,Draft Ready,BASELINE,BASELINE,9001107dfa80,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-220,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,8e9758ced7cd,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-221,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,0bec578febde,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-222,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,7999b569caa7,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-223,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,672587e39985,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-224,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,0f37ffd37385,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-225,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,e0dbb37266d4,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-226,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,b2110c31973b,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-227,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,1a28b6518089,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-228,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,b4ec099e11b3,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-229,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,419097fdf4a6,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-230,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,073e91fed835,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-231,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,414d0d5121bb,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-232,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,b5cfa22bc5c2,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-233,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,ce026434ec4e,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-234,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,413a9e9197ee,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-235,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,78ad33491e60,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-236,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,0e32789858d7,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-237,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,43ef44026794,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-238,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,a5698e9d2cda,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-239,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,0cec226abbae,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-240,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,33f61a831ce8,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-241,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,8c4dc46cd074,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-242,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,7e57d7281d15,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-243,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,46698e4c9086,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-244,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,43c32c95f95b,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-245,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,121061ba0610,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-246,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,50d3f2ca43ec,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-247,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,c432a6ed9894,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-248,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,3eed98a78375,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-249,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,c8d4829c2cd8,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-250,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,a405b65d81e0,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-251,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,0af2daa28eec,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-252,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,e03f850245c4,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-253,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,e0780da40176,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-254,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,f5e0b31443c4,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-255,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,5753b3213ae2,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-256,,Discovery-to-Offer Enablement,,Ready — Automated,,P3,Draft Ready,BASELINE,BASELINE,a18f3158b1a0,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-257,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,7503815ad16b,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-258,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,fedf5d9d5851,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-259,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,8e6abd168068,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-260,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,c6285f384356,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-261,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,1d8c8054350c,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-262,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,0c0eb5c98b7c,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-263,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,3d2fe57828d3,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-264,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,2f6ee405dab0,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-265,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,4daa0f149895,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-266,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,6ff88212f5a0,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-267,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,d08d70ae4476,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-268,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,8c88facd38b2,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-269,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,97539148fc1c,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-270,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,0a43e8b9b526,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-271,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,8c6cc87d80c7,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-272,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,72b6c23e8f65,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-273,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,b83e15e68e61,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-274,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,de7f3136de62,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-275,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,2975b85d4de0,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-276,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,bad0550cc134,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-277,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,f0be33fe782d,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-278,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,20b43632104f,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-279,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,dbc1e7c4b206,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-280,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,f0434e268b14,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-281,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,6b4ed2d1c17a,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-282,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,4dc075fceb04,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-283,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,3cf26b6622ae,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-284,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,53c54b0e772a,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-285,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,a73d380e0674,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-286,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,9c7445698aea,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-287,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,b76893060cb5,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-288,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,27ce6185e812,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-289,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,27bf7e51bb66,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-290,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,e660fd25a3e6,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-291,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,e5d70530d239,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-292,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,54c4d054a411,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-293,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,97dd1559bb91,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-294,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,9a44e9ce58e2,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-295,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,89e21a5eefbe,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-296,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,68e45acd40e2,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-297,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,74bfd559930a,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-298,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,ed0bbfe11383,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-299,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,df7ada32eab2,Automation,Draft ready (not sent)
RUN001,2026-09-18T07:00Z,ACC-300,,Automated Nurture,,Ready — Automated,,P4,Draft Ready,BASELINE,BASELINE,c657541d685a,Automation,Draft ready (not sent)
RUN002,2026-09-19T07:00Z,ACC-211,Retention Conversation,Reinforce Successful Behaviour,Ready — Human,Human Review Required,P1,P2,Awaiting Human Review,NBA_CHANGED,NBA_CHANGED;PRIORITY_DECREASED;EXECUTION_STATUS_CHANGED;GUARDRAILS_CHANGED;DATA_UPDATED,0f799e9cf54b,Customer Success / Growth,Withheld until human review is complete
RUN002,2026-09-19T07:00Z,ACC-301,,Retention Conversation,,Ready — Human,,P1,Draft Ready,NEW_ACCOUNT,NEW_ACCOUNT,5ec9071df9c3,Account Manager,Draft ready (not sent)
RUN002,2026-09-19T07:00Z,ACC-302,,Guided Self-Serve Migration,,Human Sign-Off Required,,P2,Awaiting Sign-Off,NEW_ACCOUNT,NEW_ACCOUNT,c5b4f4826999,Portfolio Lead + Account Manager,Withheld until sign-off is recorded
