account_id,attention_priority,value_tier,gmv_total_6m,action_segment,primary_nba,nba_reason_code,execution_status,action_state,owner_role,named_owner_required,notify_am_before_send,playbook_id,recommended_channel,first_action,follow_up_days,success_condition,stop_condition,escalation_condition,guardrail_codes,draft_status,message_template_id,draft_customer_message,internal_task_brief,secondary_test,secondary_test_arm,secondary_test_draft,nurture_subcontext,recent_activity_status,lifecycle_context,rising_tail_watchlist,phase1_rollout_status,buyer_cadence,migration_progress_status,next_rerun_behaviour,change_type,change_flags,generated_action
ACC-148,P4,Tail,291,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-149,P4,Tail,289,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-150,P4,Tail,284,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-151,P4,Tail,282,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-152,P4,Tail,273,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-153,P4,Tail,272,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse handpicked stock on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-154,P4,Tail,269,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-155,P4,Tail,261,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-156,P4,Tail,255,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,FEB_SENSITIVE; LOW_CONFIDENCE,Draft ready (not sent),NUR_RETURNED,"Hi {first_name},

Welcome back to Fleek, and thanks for your recent order. You can browse bundles in the app whenever it suits you. If there's anything specific you're sourcing at the moment, reply to this message and we'll help point you in the right direction.

Best,
{sender_name}",,,,,Returned customer,Recently Active,Returned Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-157,P4,Tail,254,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse handpicked stock on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-158,P4,Tail,254,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-159,P4,Tail,253,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-160,P3,Tail,249,9. Long-Tail Automated Nurture,Discovery-to-Offer Enablement,BROWSING_LOW_OFFERS,Ready — Automated,Draft Ready,Automation,False,True,PB05_DISCOVERY_TO_OFFER,Email / in-app message,Queue automated message (Discovery-to-Offer Enablement).,14,3+ offers within 90 days and ideally an order afterwards (association only - no offer-acceptance data).,"Offers reach 3, or two messages sent, or account becomes inactive/declining.",None (automated). Re-routes automatically if momentum turns Declining/Lapsed.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),DTO,"Hi {first_name},

If you spot an item you like on Fleek but the price doesn't quite work for you, you can use Make an Offer directly from the product page to propose your own price. It's a simple way to negotiate on stock you're already looking at, and you stay in control of what you pay.

Best,
{sender_name}",,,,,,Recently Active,Existing Customer,False,Not Eligible,Lumpy,N/A,No re-send while the action is already logged for this NBA; eligible again only after the NBA changes.,NO_MATERIAL_CHANGE,,
ACC-161,P4,Tail,248,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse handpicked stock on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-162,P4,Tail,242,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-163,P4,Tail,240,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-164,P4,Tail,230,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-165,P4,Tail,222,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles and handpicked stock on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-166,P4,Tail,217,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-167,P4,Tail,209,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-168,P4,Tail,200,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-169,P4,Tail,200,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-170,P4,Tail,196,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse handpicked stock on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-171,P4,Tail,192,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-172,P4,Tail,186,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-173,P4,Tail,185,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_RETURNED,"Hi {first_name},

Welcome back to Fleek, and thanks for your recent order. You can browse bundles in the app whenever it suits you. If there's anything specific you're sourcing at the moment, reply to this message and we'll help point you in the right direction.

Best,
{sender_name}",,,,,Returned customer,Recently Active,Returned Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-174,P4,Tail,176,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-175,P4,Tail,172,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-176,P4,Tail,164,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-177,P4,Tail,164,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,FEB_SENSITIVE; LOW_CONFIDENCE,Draft ready (not sent),NUR_RETURNED,"Hi {first_name},

Welcome back to Fleek, and thanks for your recent order. You can browse bundles in the app whenever it suits you. If there's anything specific you're sourcing at the moment, reply to this message and we'll help point you in the right direction.

Best,
{sender_name}",,,,,Returned customer,Recently Active,Returned Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-178,P4,Tail,156,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse handpicked stock on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-179,P4,Tail,153,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,60,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,LOW_CONFIDENCE,Draft ready (not sent),NUR_DORMANT,"Hi {first_name},

Whenever you're planning your next stock buy, you can browse bundles on the Fleek app at any time. If you're looking for something specific, reply to this message and we'll do our best to help you find it. No pressure, just a friendly reminder that we're here.

Best,
{sender_name}",,,,,Dormant,No Meaningful History,Existing Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
ACC-180,P4,Tail,152,9. Long-Tail Automated Nurture,Automated Nurture,LONG_TAIL_STANDARD,Ready — Automated,Draft Ready,Automation,False,True,PB08_NURTURE,Email / in-app message,Queue automated message (Automated Nurture).,30,Any (repeat) order within 90 days.,"Order placed, unsubscribe, or 2 unanswered dormant messages (pause 6 months).",Rising Tail accounts that cross the Core line re-route automatically.,NO_FEB_GMV (Feb unconfirmed); LOW_CONFIDENCE,Draft ready (not sent),NUR_RETURNED,"Hi {first_name},

Welcome back to Fleek, and thanks for your recent order. You can browse bundles in the app whenever it suits you. If there's anything specific you're sourcing at the moment, reply to this message and we'll help point you in the right direction.

Best,
{sender_name}",,,,,Returned customer,Recently Active,Returned Customer,False,Not Eligible,Lumpy,N/A,No repeat send while the logged action is inside its cadence window.,NO_MATERIAL_CHANGE,,
